product_id,name,manufacturer,laptop_height_mm,laptop_width_mm,cpu_boost_clock_ghz,root_price_vnd,cpu_threads,cpu_cores,ram_speed,discounted_price_vnd,ram_type,refresh_rate_hz,cpu_base_clock_ghz,ram_slots,battery_capacity_wh,cpu_model,vga_type,laptop_depth_mm,vga_vram_gb,laptop_camera
0220042002925__l286_20250402-105034,Laptop MacBook Air 13 inch M2 24GB/512GB,apple,215.0,304.1,3.5,34990000.0,,8.0,6400.0,30790000.0,,60.0,3.2,0.0,,hãng không công bố,card tích hợp,11.3,,Full HD
0220042002926__l286_20250402-105034,Laptop MacBook Air 13 inch M2 24GB/512GB,apple,215.0,304.1,3.5,34990000.0,,8.0,6400.0,30790000.0,,60.0,3.2,0.0,,hãng không công bố,card tích hợp,11.3,,Full HD
0220042002928__l267_20250402-105034,Laptop Asus Vivobook S 15 S5507QA X1E 78 100/32GB/1TB/OfficeHS/Win11 (MA090WS),asus,226.9,352.6,3.4,34990000.0,12.0,12.0,8448.0,28990000.0,lpddr5,120.0,,0.0,70.0,x1e 78 100,card tích hợp,15.9,,HD
0220042002932__l276_20250402-105034,Laptop MSI Stealth A16 AI+ A3XVGG R9 AI HX 370/32GB/2TB/8GB RTX4070/120Hz/Balo/Chuột/Win11 (208VN),msi,259.7,355.8,5.1,,24.0,12.0,7500.0,,lpddr5,120.0,2.0,0.0,99.9,hx 370,card rời,19.95,8.0,Full HD
0220042002933__l273_20250402-105034,Laptop MSI Prestige 16 AI+ B2VMG Ultra 9 288V/32GB/1TB/Win11 (016VN),msi,254.4,358.4,5.1,,8.0,8.0,8533.0,45990000.0,lpddr5,60.0,3.3,0.0,99.9,288v,card tích hợp,18.95,,Full HD
0220042002934__l271_20250402-105034,Laptop MSI Prestige 13 AI+ A2VMG Ultra 7 258V/32GB/1TB/Win11 (040VN),msi,210.0,299.0,4.8,,8.0,8.0,8533.0,38990000.0,lpddr5,60.0,2.2,0.0,75.0,258v,card tích hợp,16.9,,Full HD
0220042002935__l325_20250402-105034,Laptop Lenovo Yoga 7 2in1 14IML9 Ultra 5 125H/16GB/512GB/Touch/Office/Win11 (83DJ00DMVN),lenovo,222.13,317.72,4.5,,18.0,14.0,7467.0,,lpddr5,60.0,1.2,0.0,71.0,125h,card tích hợp,16.64,,Full HD
0220042002936__l323_20250402-105034,Laptop Lenovo IdeaPad Flex 5 14ABR8 R7 7730U/16GB/512GB/Touch/Win11 (82XX00DLVN),lenovo,224.9,313.1,4.5,,16.0,8.0,4266.0,,lpddr4,60.0,2.0,0.0,52.5,7730u,card tích hợp,17.8,,Full HD
0220042002937__l322_20250402-105034,Laptop Lenovo IdeaPad 5 2in1 14Q8X9 X1P 42 100/16GB/512GB/Win11 (83GH001FVN),lenovo,227.0,313.0,3.4,25990000.0,,8.0,8448.0,23990000.0,lpddr5,60.0,,0.0,57.0,x1p 42 100,card tích hợp,17.5,,Full HD
0220042002938__l166_20250402-105034,Laptop Lenovo ThinkBook 16 G6 i5 13420H/16GB/512GB/Win11 (21KH00Q0VN),lenovo,253.5,356.0,4.6,20590000.0,12.0,8.0,5200.0,19090000.0,ddr5,60.0,2.1,2.0,71.0,13420h,card tích hợp,17.5,,Full HD
0220042002939__l226_20250402-105034,Laptop Lenovo ThinkPad E14 Ultra 7 155H/32GB/1TB/Win11 (21M70051VN),lenovo,219.3,313.0,4.8,,22.0,16.0,5600.0,,ddr5,60.0,1.4,2.0,47.0,155h,card tích hợp,17.99,,Full HD
0220042002942__l324_20250402-105034,Laptop Lenovo ThinkPad X1 Carbon Ultra 7 165U/64GB/1TB/120Hz/Win11 Pro (21KC00AGVN),lenovo,214.75,312.8,4.9,,14.0,12.0,6400.0,,lpddr5,120.0,1.7,0.0,57.0,165u,card tích hợp,14.96,,Full HD
0220042002945__l230_20250402-105034,Laptop Lenovo IdeaPad Slim 5 14Q8X9 X1P 42 100/16GB/512GB/Win11 (83HL000KVN),lenovo,221.0,312.0,3.4,24990000.0,,8.0,8448.0,23190000.0,lpddr5,60.0,,0.0,57.0,x1p 42 100,card tích hợp,16.9,,Full HD
0220042002946__l138_20250402-105034,Laptop Lenovo Gaming LOQ 15IRX9 i7 13650HX/24GB/512GB/6GB RTX4050/144Hz/Win11 (83DV00UGVN),lenovo,258.7,359.86,4.9,,20.0,14.0,4800.0,,ddr5,144.0,2.6,2.0,60.0,13650hx,card rời,23.9,6.0,HD
0220042002947__l17_20250402-105034,Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX/16GB/512GB/4GB RTX2050/144Hz/Win11 (83LK000BVN),lenovo,236.0,359.3,4.4,19990000.0,12.0,8.0,4800.0,17690000.0,ddr5,144.0,,1.0,57.0,12450hx,card rời,22.95,4.0,HD
0220042002948__l114_20250402-105034,Laptop Lenovo ThinkBook 14 G6 i7 1355U/16GB/512GB/Win11 (21KG00BQVN),lenovo,224.0,313.5,5.0,22990000.0,12.0,10.0,5200.0,21590000.0,ddr5,60.0,1.7,2.0,45.0,1355u,card tích hợp,16.9,,Full HD
0220042002949__l128_20250402-105034,Laptop Lenovo ThinkBook 16 G7 Ultra 7 155U/32GB/1TB/Win11 (21MS007HVN),lenovo,253.5,356.0,4.8,30390000.0,14.0,12.0,5600.0,28590000.0,ddr5,60.0,1.7,2.0,45.0,155u,card tích hợp,17.5,,Full HD
0220042002950__l149_20250402-105034,Laptop Lenovo ThinkBook 14 G7 Ultra 7 155U/32GB/1TB/Win11 (21MR0070VN),lenovo,224.0,313.5,4.8,30090000.0,14.0,12.0,5600.0,28290000.0,ddr5,60.0,1.7,2.0,45.0,155u,card tích hợp,16.9,,Full HD
0220042002951__l227_20250402-105034,Laptop Acer Swift AI SF14 51 53P9 Ultra 5 226V/16GB/1TB/Win11 (NX.J2KSV.002),acer,221.2,312.4,4.5,34990000.0,8.0,8.0,8533.0,34190000.0,lpddr5,90.0,2.1,0.0,65.0,226v,card tích hợp,15.95,,Full HD
0220042002952__l239_20250402-105034,Laptop Acer Swift AI SF14 51 75VP Ultra 7 258V/32GB/1TB/Win11 (NX.J2KSV.001),acer,221.2,312.4,4.8,,8.0,8.0,8533.0,39990000.0,lpddr5,90.0,2.2,0.0,65.0,258v,card tích hợp,15.95,,Full HD
0220042002953__l3_20250402-105034,Laptop Acer Aspire 7 A715 76 53PJ i5 12450H/16GB/512GB/Win11 (NH.QGESV.007),acer,237.4,362.3,4.4,15990000.0,12.0,8.0,3200.0,13690000.0,ddr4,60.0,2.0,2.0,50.0,12450h,card tích hợp,19.9,,HD
0220042002955__l140_20250402-105034,Laptop Dell Inspiron 14 5440 i5 1334U/16GB/512GB/OfficeHS/Win11 (NDY5V1),dell,226.6,314.0,4.6,20990000.0,12.0,10.0,4400.0,20490000.0,ddr5,60.0,1.3,2.0,41.0,1334u,card tích hợp,19.9,,HD
0220042002962__l223_20250402-105034,Laptop Asus Vivobook S 14 S5406SA Ultra 5 226V/16GB/512GB/120Hz/OfficeHS/Win11 (PP060WS),asus,221.9,310.5,4.5,28990000.0,8.0,8.0,7467.0,25790000.0,lpddr5,120.0,2.1,0.0,75.0,226v,card tích hợp,15.9,,Full HD
0220042002963__l262_20250402-105034,Laptop Asus Vivobook S 14 S5406SA Ultra 7 258V/32GB/1TB/120Hz/OfficeHS/Win11 (PP059WS),asus,221.9,310.5,4.8,35990000.0,8.0,8.0,7467.0,31990000.0,lpddr5,120.0,2.2,0.0,75.0,258v,card tích hợp,15.9,,Full HD
0220042002969__l21_20250402-105034,Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (N5I7125W1),dell,235.56,358.5,4.7,20690000.0,12.0,10.0,2666.0,19490000.0,ddr4,120.0,1.7,2.0,54.0,1255u,card tích hợp,18.99,,HD
0220042002970__l275_20250402-105034,Laptop Dell XPS 13 9340 Ultra 7 155H/16GB/1TB/OfficeHS/Win11 (HXRGT2),dell,199.0,295.3,4.8,59990000.0,22.0,16.0,7467.0,54490000.0,lpddr5,120.0,3.8,0.0,55.0,155h,card tích hợp,15.3,,HD
0220042002971__l330_20250402-105034,Laptop Lenovo Yoga Slim 7 15ILL9 Ultra 7 258V/32GB/1TB/120Hz/OfficeHS/Win11 (83HM000GVN),lenovo,235.4,343.8,4.8,42990000.0,8.0,8.0,8533.0,41990000.0,lpddr5,120.0,2.2,0.0,70.0,258v,card tích hợp,13.9,,Full HD
0220042002973__l327_20250402-105034,Laptop Lenovo Gaming Legion 7 16IRX9 i9 14900H/32GB/1TB/8GB RTX4070/165Hz/Win11,lenovo,262.5,357.7,5.8,,32.0,24.0,5600.0,,ddr5,165.0,2.2,2.0,99.9,14900hx,card rời,19.8,8.0,Full HD
0220042002976__l328_20250402-105034,Laptop Lenovo Yoga Pro 7 14ASP9 R9 AI 365/32GB/1TB/120Hz/OfficeHS/Win11 (83HN0022VN),lenovo,226.49,325.5,5.0,41990000.0,20.0,10.0,7500.0,39990000.0,lpddr5,120.0,2.0,0.0,73.0,365,card tích hợp,16.6,,Full HD
0220042002977__l326_20250402-105034,Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H/16GB/1TB/Win11 (83DA006TVN),lenovo,221.0,312.0,4.5,,18.0,14.0,7467.0,,lpddr5,60.0,1.2,0.0,57.0,125h,card tích hợp,16.9,,Full HD
0220042002978__l104_20250402-105034,Laptop Lenovo ThinkPad E14 Gen 6 Ultra 5 125U/32GB/1TB/Win11 (21M7004LVN),lenovo,219.3,313.0,4.3,,14.0,12.0,5600.0,,ddr5,60.0,1.3,2.0,47.0,125u,card tích hợp,17.99,,Full HD
0220042002979__l79_20250402-105034,Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU i7 1355U/16GB/512GB/Win11 (NX.J2SSV.005),acer,247.0,357.6,5.0,17990000.0,12.0,10.0,4800.0,16990000.0,ddr5,60.0,1.7,2.0,58.0,1355u,card tích hợp,18.9,,Full HD
0220042002980__l68_20250402-105034,Laptop Acer Aspire Lite 16 G2 AL16 52P 572A i5 1334U/16GB/512GB/Win11 (NX.J2SSV.004),acer,247.0,357.6,4.6,14790000.0,12.0,10.0,4800.0,14090000.0,ddr5,60.0,1.3,2.0,58.0,1334u,card tích hợp,18.9,,Full HD
0220042002981__l56_20250402-105034,Laptop Acer Aspire 16 AI A16 71M 59L5 Ultra 5 125H/16GB/512GB/Win11 (NX.J4YSV.001),acer,253.22,359.7,4.5,19990000.0,18.0,14.0,8533.0,18690000.0,lpddr5,60.0,1.2,0.0,53.0,125h,card tích hợp,17.9,,HD
0220042002982__l134_20250402-105034,Laptop Acer Aspire 16 AI A16 71M 71U7 Ultra 7 155H/16GB/512GB/Win11 (NX.J4YSV.002),acer,253.22,359.7,4.8,22990000.0,22.0,16.0,8533.0,19990000.0,lpddr5,60.0,1.4,0.0,53.0,155h,card tích hợp,17.9,,HD
0220042002986__l331_20250402-105034,Laptop LG Gram 14Z90S Ultra 5 125H/16GB/512GB/Win11 (14Z90S-G.AH55A5),lg,214.3,312.0,4.5,36290000.0,18.0,14.0,6400.0,28490000.0,lpddr5,60.0,1.2,0.0,72.0,125h,card tích hợp,16.9,,Full HD
0220042002987__l332_20250402-105034,Laptop LG Gram 14Z90S Ultra 7 155H/16GB/512GB/Win11 (14Z90S-G.AH75A5),lg,214.3,312.0,4.8,41390000.0,22.0,16.0,6400.0,30990000.0,lpddr5,60.0,1.4,0.0,72.0,155h,card tích hợp,16.9,,Full HD
0220042002988__l333_20250402-105034,Laptop LG Gram 16Z90S Ultra 7 155H/16GB/512GB/Win11 (16Z90S-G.AH76A5),lg,242.3,355.1,4.8,45490000.0,22.0,16.0,7467.0,39490000.0,lpddr5,60.0,1.4,0.0,77.0,155h,card tích hợp,16.8,,Full HD
0220042002989__l334_20250402-105034,Laptop LG Gram 17Z90S Ultra 7 155H/16GB/1TB/Win11 (17Z90S-G.AH78A5),lg,258.8,378.8,4.8,49290000.0,22.0,16.0,7467.0,42990000.0,lpddr5,60.0,1.4,0.0,77.0,155h,card tích hợp,17.8,,Full HD
0220042002990__l335_20250402-105034,Laptop LG Gram 16Z90SP Ultra 7 155H/16GB/512GB/Win11 (16Z90SP-K.AH78A5),lg,251.6,357.7,4.8,,22.0,16.0,7467.0,,lpddr5,60.0,3.8,0.0,77.0,155h,card tích hợp,12.4,,Full HD
0220042002992__l2_20250402-105034,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5057W1),dell,235.56,358.5,4.4,16990000.0,12.0,10.0,2666.0,16490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002993__l314_20250402-105034,Laptop HP Elitebook 635 Aero G11 R5 8640U/16GB/512GB/Win11 (A8WS6PT),hp,211.2,297.3,4.9,25390000.0,12.0,6.0,6400.0,24490000.0,lpddr5,60.0,3.5,0.0,43.0,8640u,card tích hợp,15.1,,Full HD
0220042002994__l336_20250402-105034,Laptop HP Elitebook 635 Aero G11 R7 8840HS/16GB/512GB/Win11 (A8WS7PT),hp,211.2,297.3,5.1,27990000.0,16.0,8.0,6400.0,26990000.0,lpddr5,60.0,3.3,0.0,43.0,8840hs,card tích hợp,15.1,,Full HD
0220042002995__l8_20250402-105034,Laptop Lenovo IdeaPad Slim 3 15IRH10 i5 13420H/16GB/512GB/Win11 (83K1000HVN),lenovo,239.5,343.4,4.6,16490000.0,12.0,8.0,4800.0,16190000.0,ddr5,60.0,2.1,2.0,60.0,13420h,card tích hợp,17.9,,HD
0220042002996__l54_20250402-105034,Laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H/24GB/512GB/Win11 (83K1000FVN),lenovo,239.5,343.4,4.9,20490000.0,16.0,10.0,4800.0,20090000.0,ddr5,60.0,2.4,2.0,60.0,13620h,card tích hợp,17.9,,HD
0220042002997__l225_20250402-105034,Laptop Lenovo IdeaPad Slim 5 OLED 14AHP10 R7 8845HS/32GB/512GB/OfficeHS24+365/Win11 (83HV001MVN),lenovo,222.0,313.4,5.1,25290000.0,16.0,8.0,5600.0,23190000.0,ddr5,60.0,3.8,2.0,60.0,8845hs,card tích hợp,16.9,,Full HD
0220042002999__l337_20250402-105034,Laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H/16GB/512GB/Win11 (83K1000JVN),lenovo,239.5,343.4,4.9,19490000.0,16.0,10.0,4800.0,19190000.0,ddr5,60.0,2.4,2.0,60.0,13620h,card tích hợp,17.9,,HD
0220042003004__l340_20250402-105034,Laptop Lenovo ThinkPad T14s Ultra 5 125U/16GB/512GB/Win11 Pro (21LS005RVN),lenovo,219.4,313.6,4.3,,14.0,12.0,6400.0,35390000.0,lpddr5,60.0,1.3,0.0,58.0,125u,card tích hợp,16.9,,Full HD
0220042003005__l187_20250402-105034,Laptop Lenovo IdeaPad 5 2in1 14IRH9 i7 13620H/16GB/512GB/Win11 (83KX003XVN),lenovo,227.0,313.0,4.9,24990000.0,16.0,10.0,5200.0,23990000.0,lpddr5,60.0,2.4,0.0,57.0,13620h,card tích hợp,17.5,,Full HD
0220042003006__l102_20250402-105034,Laptop Lenovo IdeaPad 5 2in1 14IRH9 i5 13420H/16GB/512GB/Win11 (83KX003WVN),lenovo,227.0,313.0,4.6,21990000.0,12.0,8.0,5200.0,20990000.0,lpddr5,60.0,2.1,0.0,57.0,13420h,card tích hợp,17.5,,Full HD
0220042003008__l87_20250402-105034,Laptop Lenovo Ideapad Slim 3 16IRH10 i5 13420H/24GB/512GB/Win11 (83K20003VN),lenovo,251.0,360.0,4.6,17490000.0,12.0,8.0,4800.0,16990000.0,ddr5,60.0,2.1,2.0,60.0,13420h,card tích hợp,17.9,,HD
0220042003011__l341_20250402-105034,Laptop Lenovo Yoga 7 2in1 14IML9 Ultra 7 155H/16GB/512GB/Touch/Pen/OfficeHS/Win11 (83DJ001FVN),lenovo,222.13,317.72,4.8,,22.0,16.0,7467.0,,lpddr5,60.0,3.8,0.0,71.0,155h,card tích hợp,16.64,,Full HD
0220042003013__l338_20250402-105034,Laptop Lenovo LOQ 15IAX9 i5 12450HX/12GB/512GB/6GB RTX4050/144Hz/Win11 (83GS001QVN),lenovo,258.7,359.86,4.4,,12.0,8.0,4800.0,,ddr5,144.0,3.1,2.0,60.0,12450hx,card rời,23.9,6.0,HD
0220042003015__l339_20250402-105034,Laptop Lenovo Legion Slim 5 16AHP9 R7 8845HS/16GB/512GB/8GB RTX4060/165Hz/Win11 (83DH003AVN),lenovo,260.5,359.7,5.1,,16.0,8.0,5600.0,,ddr5,165.0,3.8,2.0,80.0,8845hs,card rời,21.9,8.0,Full HD
0220042003018__l303_20250402-105034,Laptop Macbook Air 13 inch M2 16GB/512GB Sạc 70W,apple,215.0,304.1,3.5,29990000.0,,8.0,6400.0,27190000.0,,60.0,3.2,0.0,,apple m2,card tích hợp,11.3,,Full HD
0220042003019__l303_20250402-105034,Laptop Macbook Air 13 inch M2 16GB/512GB Sạc 70W,apple,215.0,304.1,3.5,29990000.0,,8.0,6400.0,27190000.0,,60.0,3.2,0.0,,apple m2,card tích hợp,11.3,,Full HD
0220042003020__l303_20250402-105034,Laptop Macbook Air 13 inch M2 16GB/512GB Sạc 70W,apple,215.0,304.1,3.5,29990000.0,,8.0,6400.0,27190000.0,,60.0,3.2,0.0,,apple m2,card tích hợp,11.3,,Full HD
0220042003021__l303_20250402-105034,Laptop Macbook Air 13 inch M2 16GB/512GB Sạc 70W,apple,215.0,304.1,3.5,29990000.0,,8.0,6400.0,27190000.0,,60.0,3.2,0.0,,apple m2,card tích hợp,11.3,,Full HD
0220042003023__l85_20250402-105034,Laptop Asus Vivobook 15 X1504VA i3 1315U/8GB/512GB/Win11 (NJ1634W),asus,232.5,359.7,4.5,12690000.0,8.0,6.0,3200.0,10390000.0,ddr4,60.0,1.2,2.0,42.0,1315u,card tích hợp,17.9,,HD
0220042003024__l144_20250402-105034,Laptop Asus Vivobook 16 X1605VA i5 13420H/16GB/512GB/OfficeHS24+365/Win11 (MB1876WS),asus,249.5,358.7,4.6,17990000.0,12.0,8.0,3200.0,15990000.0,ddr4,60.0,2.1,2.0,42.0,13420h,card tích hợp,19.9,,HD
0220042003025__l171_20250402-105034,Laptop Asus Vivobook 16 X1605VA i7 13620H/16GB/512GB/OfficeHS24+365/Win11 (MB1875WS),asus,249.5,358.7,4.9,20990000.0,16.0,10.0,3200.0,18190000.0,ddr4,60.0,2.4,2.0,42.0,13620h,card tích hợp,19.9,,HD
0220042003026__l345_20250402-105034,Laptop Asus Vivobook 14 A1407CA Ultra 5 225H/16GB/512GB/OfficeHS24+365/Win11 (LY008WS),asus,223.4,315.2,4.9,22490000.0,14.0,14.0,4800.0,19890000.0,ddr5,60.0,1.7,2.0,42.0,225h,card tích hợp,17.9,,Full HD
0220042003027__l268_20250402-105034,Laptop Asus Zenbook 14 UX3405CA Ultra 5 225H/16GB/512GB/120Hz/OfficeHS24+365/Win11 (PZ187WS),asus,220.1,312.4,4.9,31990000.0,14.0,14.0,7467.0,29490000.0,lpddr5,120.0,1.7,0.0,75.0,225h,card tích hợp,14.9,,Full HD
0220042003028__l270_20250402-105034,Laptop Asus Zenbook 14 UX3405CA Ultra 7 255H/16GB/512GB/120Hz/OfficeHS24+365/Win11 (PZ368WS),asus,220.1,312.4,5.1,34990000.0,16.0,16.0,7467.0,30590000.0,lpddr5,120.0,2.0,0.0,75.0,255h,card tích hợp,14.9,,Full HD
0220042003029__l304_20250402-105034,Laptop Asus Zenbook DUO UX8406CA Ultra 9 285H/32GB/1TB/120Hz/OfficeHS24+365/Win11 (PZ109WS),asus,217.9,313.5,5.4,61990000.0,16.0,16.0,7467.0,54990000.0,lpddr5,120.0,2.9,0.0,75.0,285h,card tích hợp,19.9,,Full HD
0220042003030__l214_20250402-105034,Laptop Asus Vivobook 16 M1607KA R7 AI 350/16GB/512GB/OfficeHS24+365/Win11 (MB091WS),asus,250.6,357.0,5.0,22990000.0,16.0,8.0,5200.0,19490000.0,ddr5,60.0,2.0,0.0,42.0,350,card tích hợp,19.9,,Full HD
0220042003031__l135_20250402-105034,Laptop Asus Zenbook A14 UX3407QA X1 26 100/16GB/512GB/OfficeHS24+365/Win11 (QD299WS),asus,213.9,310.7,3.0,29990000.0,,8.0,8448.0,28490000.0,lpddr5,60.0,,0.0,70.0,x1 26 100,card tích hợp,15.9,,Full HD
0220042003032__l183_20250402-105034,Laptop Asus Zenbook 14 OLED UM3406KA R7 AI 350/32GB/512GB/120Hz/OfficeHS24+365/Win11 (PP555WS),asus,220.1,312.4,5.0,31990000.0,16.0,8.0,7500.0,28190000.0,lpddr5,120.0,2.0,0.0,75.0,350,card tích hợp,14.9,,Full HD
0220042003033__l343_20250402-105034,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS24+365/Win11 (N5I5530W1),dell,235.56,358.5,4.6,19990000.0,12.0,10.0,2666.0,18490000.0,ddr4,120.0,1.3,2.0,41.0,1334u,card tích hợp,18.99,,HD
0220042003034__l344_20250402-105034,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS24+365/Win11 (N5I7305W1),dell,235.56,358.5,5.0,23490000.0,12.0,10.0,2666.0,22490000.0,ddr4,120.0,1.7,2.0,54.0,1355u,card tích hợp,18.99,,HD
0220042003035__l241_20250402-105034,Laptop Dell Latitude 3450 i5 1335U/16GB/512GB/Win11 (L3450-1335U-16512W),dell,219.43,322.17,4.6,19990000.0,12.0,10.0,5200.0,18590000.0,ddr5,60.0,1.3,2.0,42.0,1335u,card tích hợp,19.34,,Full HD
0220042003048__l59_20250402-105034,Laptop Acer Aspire Lite AL14 52M 54CJ i5 1334U/16GB/512GB/Win11 (NX.J39SV.002),acer,218.0,313.3,4.6,15790000.0,12.0,10.0,4800.0,13990000.0,ddr5,60.0,1.3,2.0,58.0,1334u,card tích hợp,16.9,,Full HD
0220042003041__l260_20250402-105034,Laptop MSI Gaming Titan 18 HX AI A2XWIG Ultra 9 285HX/64GB/6TB/16GB RTX5080/120Hz/Win11 (090VN),msi,307.5,404.0,5.5,,24.0,24.0,6400.0,149990000.0,ddr5,120.0,2.8,2.0,99.9,285hx,card rời,32.05,16.0,Full HD
0220042003042__l272_20250402-105034,Laptop MSI Gaming Vector 16 HX AI A2XWIG Ultra 9 275HX/16GB/1TB/16GB RTX5080/240Hz/Win11 (062VN),msi,284.0,357.0,5.4,,24.0,24.0,6400.0,74990000.0,ddr5,240.0,2.7,2.0,90.0,275hx,card rời,28.55,16.0,HD
0220042003049__l346_20250402-105034,Laptop Acer Aspire Go AG15 31P 30M4 i3 N305/8GB/256GB/Win11 (NX.KRPSV.004),acer,239.69,362.9,3.8,10990000.0,8.0,8.0,4800.0,10090000.0,lpddr5,60.0,1.8,0.0,50.0,n305,card tích hợp,18.9,,HD
0220042003053__l266_20250402-105034,Laptop MSI Gaming Raider 18 HX AI A2XWIG Ultra 9 285HX/64GB/4TB/16GB RTX5080/120Hz/Win11 (033VN),msi,307.5,404.0,5.5,,24.0,24.0,6400.0,129990000.0,ddr5,120.0,2.8,2.0,99.9,285hx,card rời,32.05,16.0,Full HD
0220042003054__l269_20250402-105034,Laptop MSI Gaming Stealth 18 HX AI A2XWIG Ultra 9 275HX/32GB/2TB/16GB RTX5080/120Hz/Win11 (017VN),msi,289.67,399.99,5.4,,24.0,24.0,5600.0,99990000.0,ddr5,120.0,2.7,2.0,99.9,275hx,card rời,23.99,16.0,Full HD
0220042003055__l315_20250402-105034,Laptop Asus Vivobook 14 X1404VA i5 1334U/16GB/512GB/OfficeHS24+365/Win11 (NK771WS),asus,213.9,324.9,4.6,16490000.0,12.0,10.0,3200.0,15290000.0,ddr4,60.0,1.3,2.0,42.0,1334u,card tích hợp,17.9,,HD
0220042003056__l274_20250402-105034,Laptop Asus Vivobook 16 A1607CA Ultra 5 225H/16GB/512GB/OfficeHS24+365/Win11 (MB038WS),asus,250.6,357.0,4.9,22990000.0,14.0,14.0,5600.0,20990000.0,ddr5,60.0,1.7,0.0,42.0,225h,card tích hợp,19.9,,Full HD
0220042003057__l347_20250402-105034,Laptop Asus Vivobook S 16 M5606KA R7 AI 350/24GB/512GB/OfficeHS24+365/Win11 (RI016WS),asus,246.9,353.6,5.0,30990000.0,16.0,8.0,8000.0,27990000.0,lpddr5,120.0,2.0,0.0,75.0,350,card tích hợp,15.9,,Full HD
0220042003058__l305_20250402-105034,Laptop Asus Vivobook S 16 S5606CA Ultra 5 225H/16GB/512GB/120Hz/OfficeHS24+365/Win11 (RI114WS),asus,246.9,353.6,4.9,28990000.0,14.0,14.0,7467.0,25990000.0,lpddr5,120.0,1.7,0.0,75.0,225h,card tích hợp,15.9,,Full HD
0220042003059__l348_20250402-105034,Laptop Asus Vivobook S 16 S5606CA Ultra 7 255H/32GB/1TB/120Hz/OfficeHS24+365/Win11 (RI115WS),asus,246.9,353.6,5.1,35990000.0,16.0,16.0,7467.0,32290000.0,lpddr5,120.0,2.0,0.0,75.0,255h,card tích hợp,15.9,,Full HD
0220042003060__l298_20250402-105034,Laptop Dell Latitude 5450 Ultra 5 125U/16GB/512GB/Win11 (L5450-125U-16512W),dell,212.0,321.35,4.3,26490000.0,14.0,12.0,5600.0,24990000.0,ddr5,60.0,1.3,2.0,42.0,125u,card tích hợp,21.04,,Full HD
0220042003061__l316_20250402-105034,Laptop Dell Latitude 5350 Ultra 7 165U/16GB/512GB/Win11 (L5350-165U-16512W),dell,207.5,305.7,4.9,31990000.0,14.0,12.0,6400.0,29990000.0,lpddr5,60.0,1.7,0.0,54.0,165u,card tích hợp,18.44,,Full HD
0220042003062__l317_20250402-105034,Laptop Dell XPS 13 9350 Ultra 7 256V/16GB/512GB/OfficeHS24+365/Win11 (XPSU7016W1),dell,199.1,295.3,4.8,61990000.0,8.0,8.0,8533.0,56990000.0,lpddr5,120.0,2.2,0.0,55.0,256v,card tích hợp,15.3,,Full HD
0220042003063__l349_20250402-105034,Laptop MacBook Air 13 inch M4 16GB/256GB,apple,215.0,304.1,4.4,,,10.0,7500.0,26990000.0,,60.0,3.5,0.0,53.8,hãng không công bố,card tích hợp,11.3,,Full HD
0220042003064__l349_20250402-105034,Laptop MacBook Air 13 inch M4 16GB/256GB,apple,215.0,304.1,4.4,,,10.0,7500.0,26990000.0,,60.0,3.5,0.0,53.8,hãng không công bố,card tích hợp,11.3,,Full HD
0220042003065__l349_20250402-105034,Laptop MacBook Air 13 inch M4 16GB/256GB,apple,215.0,304.1,4.4,,,10.0,7500.0,26990000.0,,60.0,3.5,0.0,53.8,hãng không công bố,card tích hợp,11.3,,Full HD
0220042003066__l349_20250402-105034,Laptop MacBook Air 13 inch M4 16GB/256GB,apple,215.0,304.1,4.4,,,10.0,7500.0,26990000.0,,60.0,3.5,0.0,53.8,hãng không công bố,card tích hợp,11.3,,Full HD
0220042003067__l350_20250402-105034,Laptop MacBook Air 13 inch M4 16GB/512GB,apple,215.0,304.1,4.4,,,10.0,7500.0,31990000.0,,60.0,3.5,0.0,53.8,hãng không công bố,card tích hợp,11.3,,Full HD
0220042003068__l350_20250402-105034,Laptop MacBook Air 13 inch M4 16GB/512GB,apple,215.0,304.1,4.4,,,10.0,7500.0,31990000.0,,60.0,3.5,0.0,53.8,hãng không công bố,card tích hợp,11.3,,Full HD
0220042003069__l350_20250402-105034,Laptop MacBook Air 13 inch M4 16GB/512GB,apple,215.0,304.1,4.4,,,10.0,7500.0,31990000.0,,60.0,3.5,0.0,53.8,hãng không công bố,card tích hợp,11.3,,Full HD
